name,category,address,district,hours,lat,lng,rating,price,avg_bill,middle_avg_bill,middle_coffee_cup,chain,seats
Plov.com,быстрое питание,"Москва, улица Вавилова, 64/1с1",Юго-Западный административный округ,"ежедневно, 10:00–22:00",55.683993,37.550728,4.1,средние,Средний счёт:420–680 ₽,550.0,,1,
Теремок,ресторан,"Москва, Большая Черёмушкинская улица, 1",Юго-Западный административный округ,"ежедневно, 10:00–22:00",55.690312,37.601442,4.2,низкие,Средний счёт:250 ₽,250.0,,1,64.0
Додо Пицца,пиццерия,"Москва, Севастопольский проспект, 18А",Юго-Западный административный округ,"ежедневно, 09:30–23:00",55.682625,37.597917,4.3,,Средний счёт:441 ₽,441.0,,1,40.0
Домино'с Пицца,пиццерия,"Москва, улица Серпуховский Вал, 14",Южный административный округ,"ежедневно, 10:00–00:00",55.711911,37.615152,4.2,средние,,,,1,26.0
Кофейня,кофейня,"Москва, улица Пудовкина, 4",Западный административный округ,пн-пт 08:15–18:00,55.727433,37.532159,4.2,,,,,0,
Теремок,ресторан,"Москва, улица Вавилова, 3",Южный административный округ,"ежедневно, 09:00–22:00",55.705877,37.593908,4.0,,,,,1,320.0
Азбука daily,кафе,"Москва, Ленинский проспект, 82",Юго-Западный административный округ,"ежедневно, круглосуточно",55.681361,37.534457,4.4,,,,,1,
"Дэди, кафе",кафе,"Москва, Ленинский проспект, 87",Юго-Западный административный округ,,55.679208,37.533571,4.2,,,,,0,80.0
Донер Кебаб,быстрое питание,"Москва, улица 10-летия Октября, 13соор1",Центральный административный округ,"ежедневно, 09:00–21:00",55.724381,37.56533,4.0,,,,,1,
Юность,кафе,"Москва, улица Хамовнический Вал, 34",Центральный административный округ,"ежедневно, 08:00–23:00",55.721821,37.563077,3.7,,,,,1,130.0
Laserland кафе,кафе,"Москва, улица Вавилова, 3",Южный административный округ,"ежедневно, 09:00–22:00",55.706883,37.592096,4.7,,,,,0,320.0
Хлеб с маслом,булочная,"Москва, улица Вавилова, 3",Южный административный округ,"ежедневно, 09:00–22:00",55.706515,37.591478,4.8,,,,,1,320.0
Фрателло,пиццерия,"Москва, улица Гарибальди, 3А",Юго-Западный административный округ,"ежедневно, 12:00–00:00",55.67816,37.535034,4.3,средние,Средний счёт:800–1200 ₽,1000.0,,1,95.0
Prolunch,ресторан,"Москва, Нахимовский проспект, 58",Юго-Западный административный округ,пн-пт 09:00–16:00,55.683718,37.553818,4.1,,,,,1,
"Больше, Чем Кофе",кофейня,"Москва, Донская улица, 8",Центральный административный округ,"пн-пт 08:00–20:00; сб,вс 09:00–21:00",55.723466,37.60685,4.2,,Цена чашки капучино:160–270 ₽,,215.0,0,
Joe Pizza,пиццерия,"Москва, Конный переулок, 12",Центральный административный округ,"ежедневно, 10:00–22:00",55.721581,37.611736,4.4,,,,,0,39.0
Два гуся,столовая,"Москва, улица Орджоникидзе, 11, стр. 42",Южный административный округ,пн-пт 09:00–18:00,55.707007,37.597026,3.7,,Средний счёт:230–300 ₽,265.0,,0,
Naturality,кафе,"Москва, улица Орджоникидзе, 10А",Южный административный округ,"ежедневно, 10:00–23:00",55.71036,37.591446,3.6,средние,Средний счёт:700 ₽,700.0,,1,
Мексиканская бабушка,ресторан,"Москва, Лужнецкая набережная, 2/4с12",Центральный административный округ,,55.714318,37.574103,4.0,,,,,0,
Chinese market,кафе,"Москва, улица Вавилова, 64/1с1",Юго-Западный административный округ,"ежедневно, 10:00–22:00",55.684113,37.550207,3.9,средние,Средний счёт:300–700 ₽,500.0,,0,
Cinnabon,кофейня,"Москва, улица Вавилова, 3",Южный административный округ,"ежедневно, 09:00–22:00",55.706394,37.593682,3.7,,,,,1,320.0
Крошка Картошка,быстрое питание,"Москва, улица Вавилова, 3",Южный административный округ,"ежедневно, 09:00–22:00",55.70597,37.593998,3.9,,,,,1,320.0
Cof кофе,кафе,"Москва, проспект 60-летия Октября, 18, корп. 1",Юго-Западный административный округ,"ежедневно, 08:00–21:00",55.689659,37.574266,4.3,низкие,Средний счёт:80–220 ₽,150.0,,0,35.0
Кафема,кофейня,"Москва, улица Шаболовка, 30/12",Южный административный округ,пн-сб 08:00–21:00; вс 09:00–20:00,55.719646,37.608028,4.3,,,,,0,48.0
Теремок,ресторан,"Москва, улица Орджоникидзе, 11с1А",Южный административный округ,"ежедневно, 10:00–22:00",55.707033,37.59587,4.0,,,,,1,
Домино'с Пицца,пиццерия,"Москва, улица Панфёрова, 4",Юго-Западный административный округ,"ежедневно, 11:00–22:00",55.683414,37.541355,4.2,,Средний счёт:от 500 ₽,500.0,,1,28.0
Шоколадница,кофейня,"Москва, улица Шаболовка, 40",Южный административный округ,"пн-пт 08:00–23:00; сб,вс 10:00–23:00",55.716813,37.607709,4.1,,,,,1,
Dcs,столовая,"Москва, Ленинский проспект, 20к1",Центральный административный округ,пн-сб 08:00–20:00; вс 08:00–18:00,55.717332,37.59224,4.0,,,,,0,
